ULZ,MONGOLIA,ULIASTAI
UMB,UNITED STATES,NORTH SHORE
UMC,PAPUA NEW GUINEA,UMBA
UMD,GREENLAND,UUMMANNAQ
UME,SWEDEN,UMEA
UMI,PERU,QUINCEMIL
UMM,UNITED STATES,SUMMIT
UMR,AUSTRALIA,WOOMERA
UMT,UNITED STATES,UMIAT
UMU,BRAZIL,ERNESTO GEISEL
UMY,UKRAINE,SUMY
UNA,BRAZIL,UNA
UNC,COLOMBIA,UNGUIA
UND,AFGHANISTAN,KUNDUZ
UNE,LESOTHO,QACHAS NEK
UNG,PAPUA NEW GUINEA,KIUNGA
UNI,SAINT VINCENT AND THE GRENADIN,UNION ISLAND
UNK,UNITED STATES,UNALAKLEET
UNN,THAILAND,RANONG
UNR,MONGOLIA,UNDERKHAAN
UNS,UNITED STATES,UMNAK
UNT,UNITED KINGDOM,BALTASOUND
UNU,UNITED STATES,DODGE COUNTY
UOL,INDONESIA,BUOL
UON,LAOS,MUONG SAI
UOS,UNITED STATES,FRANKLIN COUNTY
UOX,UNITED STATES,UNIVERSITY-OXFORD
UPC,VENEZUELA,PUERTO LA CRUZ
UPF,GERMANY,PFORHEIM
UPG,INDONESIA,HASANUDIN
UPL,COSTA RICA,UPALA
UPN,MEXICO,URUAPAN
UPP,UNITED STATES,UPOLU POINT
UPR,PAPUA NEW GUINEA,UPIARA
UPV,UNITED KINGDOM,UPAVON
UQE,UNITED STATES,QUEEN
URA,KAZAKHSTAN,URALSK / PODSTEPNYY
URB,BRAZIL,ERNESTO POCHLER
URC,CHINA,URUMQI
URD,GERMANY,BURG FEUERSTEIN
URE,ESTONIA,KURESSAARE
URG,BRAZIL,RUBEN BERTA
URI,COLOMBIA,URIBE
URJ,RUSSIAN FEDERATION,URAJ
URM,VENEZUELA,URIMAN
URN,AFGHANISTAN,URGOON
URO,FRANCE,BOOS
URR,COLOMBIA,URRAO
URS,RUSSIAN FEDERATION,KURSK
URT,THAILAND,SURAT THANI
URU,PAPUA NEW GUINEA,UROUBI
URY,SAUDI ARABIA,GURAYAT
URZ,AFGHANISTAN,URUZGAN
USH,ARGENTINA,ISLAS MALVINAS
USI,GUYANA,MABARUMA
USK,RUSSIAN FEDERATION,USINSK
USL,AUSTRALIA,USELESS LOOP
USM,THAILAND,KOH SAMUI
USN,REUBLIC OF KOREA (SOUTH KOREA),ULSAN
USO,PAPUA NEW GUINEA,USINO
USQ,TURKEY,USAK
UST,UNITED STATES,ST AUGUSTINE
USU,PHILIPPINES,PUERTO PRINCESSA
UTA,ZIMBABWE,MUTARE
UTB,AUSTRALIA,MUTTABURRA
UTC,NETHERLANDS,SOESTERBERG
UTD,AUSTRALIA,NUTWOOD DOWNS
UTE,SOUTH AFRICA,BUTTERWORTH
UTG,LESOTHO,QUTHING
UTH,THAILAND,UDON THANI
UTI,FINLAND,UTTI
UTK,MARSHALL ISLANDS,UTIRIK ISLAND
UTL,SPAIN,TORREMOLINOS
UTN,SOUTH AFRICA,UPINGTON
UTO,UNITED STATES,INDIAN MOUNTAIN AFS
UTP,THAILAND,UTAPAO
UTR,THAILAND,UTTARADIT
UTT,SOUTH AFRICA,UMTATA
UTU,PANAMA,USTUPO
UTW,SOUTH AFRICA,QUEENSTOWN
UUA,RUSSIAN FEDERATION,BUGULMA
UUD,RUSSIAN FEDERATION,"ULAN-UDE, MUKHINO"
UUK,UNITED STATES,KUPARUK
UUN,MONGOLIA,BARUUN-URT
UUS,RUSSIAN FEDERATION (RUSSIA),YUZHNO-SAKHALINSK
UUU,PAPUA NEW GUINEA,MANUMU
UVA,UNITED STATES,GARNER FLD
UVE,NEW CALEDONIA,OUVEA
UVF,SAINT LUCIA,HEWANORRA
UVL,EGYPT,KHARGA
UVO,PAPUA NEW GUINEA,UVOL
UWA,UNITED STATES,WARE
UYL,SUDAN,NYALA
UYN,CHINA,YULIN
UZC,SERBIA,PONIKVE
UZH,SAUDI ARABIA,UNAYZAH
UZU,ARGENTINA,CURUZU CUATIA
VAA,FINLAND,VAASA
VAB,COLOMBIA,YAVARATE
VAC,GERMANY,VARRELBUSCH
VAD,UNITED STATES,MOODY AFB
VAF,FRANCE,CHABEUIL
VAG,BRAZIL,MAJ. BRIG. TROMPOWSKY
VAH,BOLIVIA,VALLEGRANDE
VAI,PAPUA NEW GUINEA,VANIMO
VAK,UNITED STATES,CHEVAK
VAL,BRAZIL,VALENCA
VAN,TURKEY,FERIT MELEN AIRPORT
VAO,SOLOMON ISLANDS,SUAVANAO AIRSTRIP
VAP,CHILE,VALPARAISO
VAR,BULGARIA,VARNA
VAS,TURKEY,SIVAS
VAT,MADAGASCAR,VATOMANDRY
VAU,FIJI,VATUKOULA
VAW,NORWAY,VARDOE
VBG,UNITED STATES,VANDENBERG AFB
VBS,ITALY,BRESCIA MONTICHIARI
VBV,FIJI,VANUABALAVU
VBY,SWEDEN,VISBY
VCA,VIET NAM,CAN THO
VCB,UNITED STATES,VIEW COVE
VCC,CAMEROON,LIMBE
VCD,AUSTRALIA,VICTORIA RIVER DOWNS
VCE,ITALY,MARCO POLO
VCF,ARGENTINA,VALCHETA
VCH,URUGUAY,VICHADERO
VCL,VIET NAM,CHULAI
VCP,BRAZIL,VIRACOPOS (CAMPINAS INTERNATIONAL)
VCR,VENEZUELA,CARORA
VCS,VIET NAM,COONG
VCT,UNITED STATES,COUNTY-FOSTER
VCV,UNITED STATES,SOUTHERN CALIFORNIA LOGISTICS
VDA,ISRAEL,OVDA
VDB,NORWAY,VALDRES
VDC,BRAZIL,VITORIA DA CONQUISTA
VDD,AUSTRIA,VIENNA DANUBEPIER HOV
VDE,SPAIN,HIERRO
VDI,UNITED STATES,MUNICIPAL
VDM,ARGENTINA,VIEDMA
VDP,VENEZUELA,VALLE DE PASCUA
VDR,ARGENTINA,VILLA DOLORES
VDS,NORWAY,VADSO
VDZ,UNITED STATES,MUNICIPAL
VEE,UNITED STATES,VENETIE
VEG,GUYANA,MAIKWAK
VEJ,DENMARK,VEJLE
VEL,UNITED STATES,VERNAL
VER,MEXICO,LAS BAJADAS
VEV,SOLOMON ISLANDS,BARAKOMA
VEX,UNITED STATES,MUNICIPAL
VEY,ICELAND,VESTMANNAEYJAR
VFA,ZIMBABWE,VICTORIA FALLS
VGA,INDIA,VIJAYAWADA
VGD,RUSSIAN FEDERATION,VOLOGDA
VGG,LAOS,VANGRIENG
VGO,SPAIN,VIGO
VGS,ARGENTINA,GENERAL VILLEGAS
VGT,UNITED STATES,NORTH AIR TERMINAL
VGZ,COLOMBIA,VILLAGARZON
VHC,ANGOLA,SAURIMO
VHM,SWEDEN,VILHELMINA
VHN,UNITED STATES,CULBERSON COUNTY
VHY,FRANCE,CHARMEIL
VHZ,FRENCH POLYNESIA,VAHITAHI
VIA,BRAZIL,VIENNA
VIB,MEXICO,VILLA CONSTITUCION
VIC,ITALY,VICENZA
VID,BULGARIA,VIDIN
VIE,AUSTRIA,SCHWECHAT INTERNATIONAL
VIF,ITALY,VIESTE
VIG,VENEZUELA,EL VIGIA
VIH,UNITED STATES,ROLLA NATIONAL
VII,VIET NAM,VINH CITY
VIJ,BRITISH VIRGIN ISLANDS (BVI),VIRGIN GORDA
VIK,UNITED STATES,AIRSTRIP
VIL,MOROCCO,DAKHLA
VIN,UKRAINE,VINNICA
VIQ,INDONESIA,VIQUEQUE
VIR,SOUTH AFRICA,VIRGINIA
VIS,UNITED STATES,VISALIA
VIT,SPAIN,VITORIA.
VIU,SOLOMON ISLANDS,VIRU HARBOUR AIRSTRIP
VIV,PAPUA NEW GUINEA,VIVIGANI
VIX,BRAZIL,EURICO SALES
VIY,FRANCE,VILLA COUBLAY
VJB,MOZAMBIQUE,XAI XAI
VJI,UNITED STATES,VIRGINIA HIGHLANDS
VJQ,MOZAMBIQUE,GURUE
VKG,VIET NAM,RACH GIA
VKO,RUSSIAN FEDERATION,VNUKOVO
VKS,UNITED STATES,VICKSBURG
VKT,RUSSIAN FEDERATION,VORKUTA
VKW,UNITED STATES,WEST KAVIK
VLA,UNITED STATES,VANDALIA
VLC,SPAIN,VALENCIA
VLD,UNITED STATES,REGIONAL
VLE,UNITED STATES,J T ROBIDOUX
VLG,ARGENTINA,VILLA GESELL
VLI,VANUATU,BAUERFIELD
VLK,RUSSIAN FEDERATION,VOLGODONSK
VLL,SPAIN,VALLADOLID
VLM,BOLIVIA,VILLAMONTES
VLN,VENEZUELA,VALENCIA
VLO,UNITED STATES,STOLPORT
VLP,BRAZIL,MUNICIPAL
VLR,CHILE,VALLENAR
VLS,VANUATU,VALESDIR
VLU,RUSSIAN FEDERATION,VELIKIYE LUKI
VLV,VENEZUELA,CARVAJAL
VME,ARGENTINA,VILLA MERCEDES
VMI,PARAGUAY,INC
VMU,PAPUA NEW GUINEA,BAIMURU
VNA,LAOS,SARAVANE
VNC,UNITED STATES,VENICE MUNICIPAL
VND,MADAGASCAR,VANGAINDRANO
VNE,FRANCE,MEUCON
VNG,LAOS,VIENGXAY
VNO,LITHUANIA,VILNIUS
VNR,AUSTRALIA,VANROOK
VNS,INDIA,VARANASI
VNX,MOZAMBIQUE,VILANCULOS
VNY,UNITED STATES,VAN NUYS
VOG,RUSSIAN FEDERATION,VOLGOGRAD
VOH,MADAGASCAR,VOHEMAR
VOI,LIBERIA,VOINJAMA
VOK,UNITED STATES,VOLK FIELD
VOL,GREECE,NEA ANCHIALOS
VOT,BRAZIL,VOTUPORANGA
VOZ,RUSSIAN FEDERATION,CHERTOVITSKOYE
VPE,ANGOLA,ONGIVA
VPN,ICELAND,VOPNAFJORDUR
VPS,UNITED STATES,EGLIN AFB
VPY,MOZAMBIQUE,CHIMOIO
VPZ,UNITED STATES,PORTER COUNTY
VQQ,UNITED STATES,CECIL FIELD
VQS,PUERTO RICO,VIEQUES
VRA,CUBA,VARADERO
VRB,UNITED STATES,MUNICIPAL
VRC,PHILIPPINES,VIRAC
VRE,SOUTH AFRICA,VREDENDAL
VRK,FINLAND,VARKAUS
VRL,PORTUGAL,VILA REAL
VRN,ITALY,VALERIO CATULLO
VRS,UNITED STATES,VERSAILLES
VRU,SOUTH AFRICA,VRYBURG
VRY,NORWAY,STOLPORT
VSA,MEXICO,CAPITAN CARLOS ROVIROSA
VSE,PORTUGAL,VISEU
VSF,UNITED STATES,STATE
VSG,UKRAINE,LUGANSK
VSO,VIET NAM,PHUOCLONG
VST,SWEDEN,VASTERAS/HASSLO
VTA,HONDURAS,VICTORIA
VTB,BELARUS,VITEBSK
VTE,LAOS,WATTAY
VTF,FIJI,VATULELE
VTG,VIET NAM,VUNG TAU
VTL,FRANCE,VITTEL
VTN,UNITED STATES,MILLER FIELD
VTZ,INDIA,VISHAKHAPATNAM
VUP,COLOMBIA,VALLEDUPAR
VUS,RUSSIAN FEDERATION,VELIKIJ USTYUG
VUU,MALAWI,MVUU CAMP
VVB,MADAGASCAR,MAHANORO
VVC,COLOMBIA,LA VANGUARDIA
VVI,BOLIVIA,VIRU VIRU INTL
VVK,SWEDEN,VASTERVIK
VVO,RUSSIAN FEDERATION,VLADIVOSTOK
VVZ,ALGERIA,ILLIZI
VXC,MOZAMBIQUE,LICHINGA
VXE,CAPE VERDE,SAN PEDRO
VXO,SWEDEN,SMALAND AIRPORT
VYD,SOUTH AFRICA,VRYHEID
VYS,UNITED STATES,ILLINOIS VALLEY REGNL
WAA,UNITED STATES,WALES
WAB,PAPUA NEW GUINEA,WABAG
WAC,ETHIOPIA,WACA
WAD,MADAGASCAR,ANDRIAMENA
WAE,SAUDI ARABIA,WADI AD DAWASIR
WAF,PAKISTAN,WANA
WAG,NEW ZEALAND (AOTEAROA),WANGANUI
WAH,UNITED STATES,WAHPETON
WAI,MADAGASCAR,ANTSOHIHY
WAJ,PAPUA NEW GUINEA,WAWOI FALLS
WAK,MADAGASCAR,ANKAZOABO
WAL,UNITED STATES,WALLOPS FLIGHT CENTER
WAM,MADAGASCAR,AMBATONDRAZAKA
WAN,AUSTRALIA,WAVERNEY
WAO,PAPUA NEW GUINEA,WABO
WAP,CHILE,ALTO PALENA
WAQ,MADAGASCAR,ANTSALOVA
WAR,INDONESIA,WARIS
WAT,IRELAND,WATERFORD
WAU,AUSTRALIA,WAUCHOPE
WAV,AUSTRALIA,KALKGURUNG
WAW,POLAND,FREDERIC CHOPIN
WAX,UNITED STATES,ZWARA
WAY,UNITED STATES,GREENE COUNTY
WAZ,AUSTRALIA,WARWICK
WBA,AUSTRALIA,WAHAI
WBB,UNITED STATES,STEBBINS
WBC,PAPUA NEW GUINEA,WAPOLU
WBD,MADAGASCAR,BEFANDRIANA
WBE,MADAGASCAR,BEALANANA
WBG,GERMANY,SCHLESWIG-JAGEL
WBI,UNITED STATES,BROKER INN
WBM,PAPUA NEW GUINEA,WAPENAMANDA
WBN,UNITED STATES,CUMMINGS PARK
WBO,MADAGASCAR,BEROROHA
WBQ,UNITED STATES,BEAVER
WBR,UNITED STATES,BIG RAPIDS
WBU,UNITED STATES,MUNICIPAL
WBW,UNITED STATES,WILKES-BARRE/WYOMING VALLEY
WCA,CHILE,GAMBOA
WCH,CHILE,CHAITEN
WCR,UNITED STATES,CHANDALAR
WDA,YEMEN,WADI AIN
WDB,UNITED STATES,DEEP BAY
WDG,UNITED STATES,ENID WOODRING MUN.
WDH,NAMIBIA,HOSEA KUTAKO INTERNATIONAL (J. G. STRIJD
WDI,AUSTRALIA,WONDAI
WDN,UNITED STATES,WALDRON ISLAND
WDR,UNITED STATES,WINDER
WDY,UNITED STATES,KODIAK FSS
WEA,UNITED STATES,PARKER COUNTY
WED,PAPUA NEW GUINEA,WEDAU
WEF,CHINA,WEIFANG
WEH,CHINA,WEIHAI
WEI,AUSTRALIA,WEIPA
WEL,SOUTH AFRICA,WELKOM
WEM,UNITED KINGDOM,WEST MALLING
WEP,PAPUA NEW GUINEA,WEAM
WES,LIBERIA,WEASUA
WET,INDONESIA,WAGETHE
WEW,AUSTRALIA,WEE WAA
WEX,IRELAND,CASTLEBRIDGE
WFB,UNITED STATES,WATERFRONT SPB
WFD,UNITED KINGDOM,WOODFORD
WFI,MADAGASCAR,FIANARANTSOA
WFK,UNITED STATES,FRENCHVILLE
WGA,AUSTRALIA,FORREST HILL
WGB,PAKISTAN,BAHAWALNAGAR
WGC,INDIA,WARANGAL
WGE,AUSTRALIA,WALGETT
WGF,BAHRAIN,OFF LINE POINT
WGN,NEW ZEALAND (AOTEAROA),WAITANGI
WGO,UNITED STATES,MUNICIPAL
WGP,INDONESIA,WAINGAPU
WGT,AUSTRALIA,WANGARATTA
WGU,PAPUA NEW GUINEA,WAGAU
WGY,GABON,WAGNY
WGZ,AUSTRALIA,OFF LINE POINT
WHD,UNITED STATES,SPB
WHF,SUDAN,WADI HALFA
WHH,UNITED STATES,HILTONS HAR H
WHK,NEW ZEALAND (AOTEAROA),WHAKATANE
WHL,AUSTRALIA,WELSHPOOL
WHO,NEW ZEALAND (AOTEAROA),FRANZ JOSEF
WHP,UNITED STATES,WHITEMAN
WHS,UNITED KINGDOM,WHALSAY
WHT,UNITED STATES,WHARTON
WHU,CHINA,WUHU
WIC,UNITED KINGDOM,WICK
WID,GERMANY,WILDENRATH
WIE,GERMANY,AIR BASE
WIK,NEW ZEALAND (AOTEAROA),SURFDALE
WIL,KENYA,WILSON
WIN,AUSTRALIA,WINTON
WIO,AUSTRALIA,WILCANNIA
WIR,NEW ZEALAND (AOTEAROA),WAIROA
WIU,PAPUA NEW GUINEA,WITU
WJA,MARSHALL ISLANDS,WOJA
WJF,UNITED STATES,WILLIAM J FOX
WJR,KENYA,WAJIR
WJU,KOREA (SOUTH),WONJU
WKA,NEW ZEALAND (AOTEAROA),WANAKA
WKB,AUSTRALIA,WARRACKNABEAL
WKF,SOUTH AFRICA,WATERKLOOF AFB
WKI,ZIMBABWE,HWANGE
WKJ,JAPAN,HOKKAIDO
WKK,UNITED STATES,ALEKNAGIK
WKL,UNITED STATES,WAIKOLOA AIRPORT
WKN,PAPUA NEW GUINEA,WAKUNAI
WLA,AUSTRALIA,WALLAL
WLB,UNITED STATES,LABOUCHERE BAY
WLC,AUSTRALIA,WALCHA
WLD,UNITED STATES,ARKANSAS CITY
WLG,NEW ZEALAND (AOTEAROA),WELLINGTON INTERNATIONAL
WLH,VANUATU,WALAHA
WLK,UNITED STATES,SELAWIK
WLL,AUSTRALIA,WOLLOGORANG
WLM,UNITED STATES,WALTHAM
WLN,UNITED STATES,LITTLE NAUKATI
WLO,AUSTRALIA,WATERLOO
WLR,UNITED STATES,LORING
WLS,WALLIS AND FUTUNA ISLANDS,WALLIS ISLAND
WLW,UNITED STATES,GLENN COUNTY
WMA,MADAGASCAR,MANDRITSARA
WMB,AUSTRALIA,WARRNAMBOOL
WMC,UNITED STATES,WINNEMUCCA
WMD,MADAGASCAR,MANDABE
WME,AUSTRALIA,MOUNT KEITH
WMH,UNITED STATES,MOUNTAIN HOME
WMK,UNITED STATES,SPB
WML,MADAGASCAR,MALAIMBANDY
WMN,MADAGASCAR,MAROANTSETRA
WMO,UNITED STATES,WHITE MOUNTAIN
WMP,MADAGASCAR,MAMPIKONY
WMR,MADAGASCAR,MANANARA
WMV,MADAGASCAR,MADIROVALO
WMX,INDONESIA,WAMENA
WNA,UNITED STATES,NAPAKIAK SPB
WNC,UNITED STATES,NICHEN COVE SPB
WND,AUSTRALIA,WINDARRA
WNE,GABON,WORA NA YE
WNN,CANADA,WUNNUMMIN LAKE
WNP,PHILIPPINES,NAGA
WNR,AUSTRALIA,WINDORAH
WNS,PAKISTAN,NAWABSHAH
WNU,PAPUA NEW GUINEA,WANUMA
WNZ,CHINA,WENZHOU
WOA,PAPUA NEW GUINEA,WONENARA
WOB,UNITED KINGDOM,WOODBRIDGE RAF
WOD,UNITED STATES,WOOD RIVER
WOE,NETHERLANDS,WOENSDRECHT
WOG,AUSTRALIA,WOODGREEN
WOI,LIBERIA,WOLOGISSI
WOK,VENEZUELA,WONKEN
WOL,AUSTRALIA,WOLLONGONG
WON,AUSTRALIA,WONDOOLA
WOO,UNITED STATES,WOODCHOPPER
WOR,MADAGASCAR,MORAMBA
WOT,TAIWAN,WONAN
WOW,UNITED STATES,WILLOW
WPA,CHILE,PUERTO AISEN
WPB,MADAGASCAR,PORT BERGE
WPC,CANADA,PINCHER CREEK
WPK,AUSTRALIA,WROTHAM PARK
WPL,CANADA,POWELL LAKE
WPM,PAPUA NEW GUINEA,WIPIM
WPO,UNITED STATES,NORTH FORK VALLEY
WPR,CHILE,PORVENIR
WPU,CHILE,PUERTO WILLIAMS
WRA,ETHIOPIA,WARDER
WRB,UNITED STATES,ROBINS AFB
WRE,NEW ZEALAND (AOTEAROA),WHANGAREI
WRG,UNITED STATES,WRANGELL SPB
WRH,UNITED STATES,WRENCH CREEK
WRI,UNITED STATES,MC GUIRE AFB
WRL,UNITED STATES,WORLAND
WRO,POLAND,COPERNICUS AIRPORT
WRW,AUSTRALIA,WARRAWAGINE
WRY,UNITED KINGDOM,WESTRAY
WRZ,SRI LANKA,WIRAWILA
WSA,PAPUA NEW GUINEA,WASUA
WSB,UNITED STATES,SPB
WSD,UNITED STATES,CONDRON AAF
WSF,UNITED STATES,SARICHEF
WSG,UNITED STATES,COUNTY
WSH,UNITED STATES,BROOKHAVEN
WSJ,UNITED STATES,SAN JUAN SPB
WSM,UNITED STATES,WISEMAN
WSN,UNITED STATES,SOUTH NAKNEK
WSO,SURINAME,WASHABO
WSP,NICARAGUA,WASPAM
WSR,INDONESIA,WASIOR
WST,UNITED STATES,WESTERLY STATE
WSU,PAPUA NEW GUINEA,WASU
WSX,UNITED STATES,WESTSOUND
WSY,AUSTRALIA,WHITSUNDAY AIRSTRIP
WSZ,NEW ZEALAND (AOTEAROA),WESTPORT
WTA,MADAGASCAR,TAMBOHORANO
WTD,BAHAMAS,WEST END
WTE,MARSHALL ISLANDS,WOTJE ISLAND
WTK,UNITED STATES,NOATAK
WTL,UNITED STATES,TUNTUTULIAK
WTN,UNITED KINGDOM,RAF STATION
WTO,MARSHALL ISLANDS,WOTHO ISLAND
WTP,PAPUA NEW GUINEA,WOITAPE
WTR,UNITED STATES,WHITE RIVER
WTS,MADAGASCAR,TSIROANOMANDIDY
WTT,PAPUA NEW GUINEA,WANTOAT
WTZ,NEW ZEALAND (AOTEAROA),WHITIANGA
WUA,CHINA,WU HAI
WUD,AUSTRALIA,WUDINNA
WUG,PAPUA NEW GUINEA,WAU
WUH,CHINA,TIANHE INTERNATIONAL
WUK,UNITED KINGDOM,OFF LINE POINT
WUM,PAPUA NEW GUINEA,WASUM
WUN,AUSTRALIA,WILUNA
WUS,CHINA,WUYISHAN
WUU,SUDAN,WAU
WUV,PAPUA NEW GUINEA,WUVULU IS
WUX,CHINA,WUXI
WUZ,CHINA,CHANGZHOUDAO
WVB,NAMIBIA,ROOIKOP
WVI,UNITED STATES,WATSONVILLE
WVK,MADAGASCAR,MANAKARA
WVL,UNITED STATES,ROBERT LAFLEUR
WVN,GERMANY,WILHELMSHAVEN
WWA,UNITED STATES,WASILLA
WWD,UNITED STATES,CAPE MAY COUNTY
WWG,OMAN,AL KOUDE
WWI,AUSTRALIA,WOODIE WOODIE
WWK,PAPUA NEW GUINEA,BORAM
WWP,UNITED STATES,WHALE PASS
WWR,UNITED STATES,WEST WOODWARD
WWS,UNITED STATES,USAF HELIPORT
WWT,UNITED STATES,NEWTOK
WWY,AUSTRALIA,WEST WYALONG
WXF,UNITED KINGDOM,WEATHERSFIELD RAF
WXN,CHINA,WANXIAN
WYA,AUSTRALIA,WHYALLA
WYB,UNITED STATES,SPB
WYE,SIERRA LEONE,YENGEMA
WYN,AUSTRALIA,WYNDHAM
WYS,UNITED STATES,YELLOWSTONE
WZY,BAHAMAS,PARADISE ISLAND SEAPLANE BASE
XAL,MEXICO,ALAMOS
XAP,BRAZIL,AEROPORTO MUNICIPAL CHAPECO
XAR,BURKINA FASO,ARIBINDA
XAU,FRENCH GUIANA,SAUL
XAY,LAOS,XAYABURY
XBB,CANADA,BLUBBER BAY
XBE,CANADA,BEARSKIN LAKE
XBG,BURKINA FASO,BOGANDE
XBJ,IRAN,BIRJAND
XBL,ETHIOPIA,BUNO BEDELLE
XBN,PAPUA NEW GUINEA,BINIGUNI
XBO,BURKINA FASO,BOULSA
XBR,CANADA,BROCKVILLE
XBW,CANADA,KILLINEQ
XCH,CHRISTMAS ISLAND,CHRISTMAS ISLAND
XCL,CANADA,CLUFF LAKE
XCM,CANADA,CHATHAM
XCN,PHILIPPINES,CORON AIRPORT
XCO,AUSTRALIA,COLAC
XCR,FRANCE,VATRY INTERNATIONAL
XDB,FRANCE,LILLE EUROPE RAIL SVC
XDE,BURKINA FASO,DIEBOUGOU
XDJ,BURKINA FASO,DJIBO
XDT,FRANCE,C.DE G. /TGV RAIL SVC
XDV,CANADA,PR. GEORGE RAIL STN
XDW,CANADA,PR. RUPERT RAIL STN
XDY,CANADA,SUDBURY JCT RAIL STN
XEA,CANADA,VANCOUVER RAIL STN.
XEN,CHINA,XINGCHENG
XEO,GREENLAND,HARBOUR
XEQ,GREENLAND,HARBOUR
XES,UNITED STATES,MUNICIPAL
XEX,FRANCE,AEROGARE
XEZ,SWEDEN,SODERTALJE S RAILWAY
XFA,FRANCE,LILLE FLANDERS RAIL SV
XFN,CHINA,XIANGFAN
XFR,SWEDEN,MALMO SOUTH RAILWAY
XFW,GERMANY,FINKENWERDER
XFY,CANADA,SAINTE-FOY RAIL SVCE.
XFZ,CANADA,CHARNY
XGA,BURKINA FASO,GAOUA
XGB,FRANCE,GARE MONTPARNASSE
XGG,BURKINA FASO,GOROM-GOROM
XGL,CANADA,GRANVILLE LAKE
XGN,ANGOLA,XANGONGO
XGR,CANADA,KANGIQSUALUJJUAQ
XGZ,AUSTRIA,RAILWAY STATION
XHJ,GERMANY,RAILWAY STATION
XHN,BELGIUM,"GUILLEMINS, RAIWAY STN"
XHW,AUSTRALIA,ALICE SPRINGS RAILWAY
XHX,AUSTRALIA,ADELAIDE KESWICK RAIL
XIC,CHINA,XICHANG
XIE,LAOS,XIENGLOM
XIG,BRAZIL,MUNICIPAL
XIH,IRAQ,KHAN AL BAGHDADI
XIJ,KUWAIT,AHMED AL JABER
XIK,ITALY,CENTRAL STATION
XIL,CHINA,XILINHOT
XIN,CHINA,XINGNING
XIQ,GREENLAND,HARBOUR
XIX,ITALY,PORTA NUOVA RAIL
XIY,CHINA,XIANYANG
XJD,QATAR,AL UDEID AB
XJE,DENMARK,RIALWAY SERVICE
XJG,AUSTRALIA,DARWIN RAILWAY
XJM,PAKISTAN,MANGLA
XJS,AUSTRIA,KITZBUEHL RAILWAY
XKA,BURKINA FASO,KANTCHARI
XKC,NORWAY,SANDNES RAIL ST.
XKH,LAOS,XIENG KHOUANG
XKO,CANADA,KEMANO
XKS,CANADA,KASABONIKA
XKY,BURKINA FASO,KAYA
XLB,CANADA,LAC BROCHET
XLF,CANADA,LEAF BAY
XLJ,CANADA,QUEBEC STN. RAIL SVCE.
XLM,CANADA,ST LAMBERT RAIL SVCE.
XLO,VIET NAM,LONG XUYEN
XLS,SENEGAL,ST LOUIS
XLU,BURKINA FASO,LEO
XLW,GERMANY,LEMWERDER
XMA,PHILIPPINES,MARAMAG
XMC,AUSTRALIA,MALLACOOTA
XMD,UNITED STATES,MADISON
XMG,NEPAL,MAHENDRANAGAR
XMH,FRENCH POLYNESIA,MANIHI
XMI,TANZANIA,MASASI
XML,AUSTRALIA,MINLATON
XMN,CHINA,XIAMEN
XMP,CANADA,MACMILLAN PASS
XMS,ECUADOR,MACAS
XMY,AUSTRALIA,YAM ISLAND
XNA,UNITED STATES,NORTHWEST ARKANSAS REGIONAL
XNG,VIET NAM,QUANG NGAI
XNH,IRAQ,NASIRIYAH
XNN,CHINA,XINING
XNT,CHINA,XINGTAI
XNU,BURKINA FASO,NOUNA
XOZ,QATAR,DOHA FREE ZONE
XPA,BURKINA FASO,PAMA
XPG,FRANCE,GARE DU NORD RAIL STN
XPJ,FRANCE,MONTPELLIER RAILWAY
XPK,CANADA,PUKATAWAGAN
XPL,HONDURAS,CORONEL ENRIQUE SOTO CANO AB
XPP,CANADA,POPLAR RIVER
XPQ,MALAYSIA,FERRY
XPR,UNITED STATES,PINE RIDGE
XPU,UNITED STATES,WEST KUPARUK
XPZ,FRANCE,HARBOUR
XQC,IRAQ,BALAD
XQH,UNITED KINGDOM,RAILWAY STATION
XQI,UNITED KINGDOM,RAILWAY STATION
XQP,COSTA RICA,QUEPOS
XQU,CANADA,QUALICUM
XQV,IRAQ,BAQUBAH
XRF,FRANCE,MARSEILLE RAILWAY
XRH,AUSTRALIA,RICHMOND AFB
XRJ,ITALY,TERMINI RAIL STN.
XRK,RUSSIAN FEDERATION,PAVELETSKIY RAIL STN.
XRR,CANADA,ROSS RIVER
XRY,SPAIN,JEREZ DE LA FRONTERA
XSA,LIBERIA,AFC
XSC,TURKS AND CAICOS ISLANDS,INTERNATIONAL
XSD,UNITED STATES,TEST RANGE
XSE,BURKINA FASO,SEBBA
XSI,CANADA,SOUTH INDIAN LAKE
XSM,UNITED STATES,ST MARYS
XSO,PHILIPPINES,SIOCON
XSP,SINGAPORE,SELETAR
XTA,CHINA,ECON/TECH DEV. AREA
XTF,CHINA,PORT FREE TRADE ZONE
XTG,AUSTRALIA,THARGOMINDAH
XTL,CANADA,TADOULE LAKE
XTM,IRAQ,RAMADI
XTO,AUSTRALIA,TAROOM
XTR,AUSTRALIA,TARA
XTT,FRANCE,ETOILE
XTV,IRAQ,TIKRIT
XUV,NORWAY,STOREKVINA RAILWAY
XUW,NORWAY,STOREN RAILWAY
XUZ,CHINA,XUZHOU
XVL,VIET NAM,VINH LONG
XVQ,ITALY,SANTA LUCIA RAIL
